"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
"1",0.00100978069588262,0.00100641895347564,0.00100904264800297,0.00100635484407019,0.000976691694552125,0.00101234426956875,0.0010431744514171,0.00102151456097831,0.000989544971136651,0.00099212623213606,0.00100567598106768,0.00102256476167179,0.00101207084329667,0.00101144572143431,0.00101223809626999,0.0010193222202953,0.00101056392996104,0.00100034378516277,0.000997975341372715,0.000999933760054783,0.000998399863306031,0.000995078512301311,0.000987820760663258,0.00096957862015812,0.000981980032084701,0.0010059965755764,0.00102975439278012,0.00101701848928805,0.000996131194554936,0.000978152432832869,0.00101042026638718,0.00101717806976198,0.00102071749383517,0.00100729471317558,0.000991773032357107,0.00118032357683668,0.199078186348867,0.641360511285048,1.22421022934832,1.52968559988535,1.3204777181826,1.16682150048514,2.39035062409999,6.82654615068491,7.85093506163851,7.09133221353433,6.56741980264195,6.42162287024927,5.70984532460651,3.88473127541167,6.95161170444667,8.19179209912145,6.64026459622537,5.58729801775462,1.92881385544429,1.23964957752546,1.38593377229621,1.70289834986454,2.26335043495717,2.48122625231091,0.00061189882074244,0.00112870131872699,0.000855807175434239,0.000989208363821589
"2",0.00100174712369641,0.000998836017631575,0.000996407991419579,0.000997057705203517,0.000992825017546229,0.000988595311874474,0.000990761681449527,0.000995845198686392,0.000986914219270513,0.00100933609457222,0.00104600908860308,0.00104923162776502,0.00100439016299881,0.000979359904848235,0.000978099650951497,0.000988654282657017,0.00100644576751202,0.00100768269402428,0.00100021653750323,0.000999997088448456,0.000999930788376278,0.000998335076936783,0.000994496042852612,0.000999725175956662,0.000999414298966829,0.000991354891278286,0.00101430515283161,0.001024219611922,0.00101752888419533,0.00101239498842245,0.00100650739426465,0.000998555875685209,0.000993694689956006,0.000965196058808988,0.00875025760528036,0.165091445599448,0.300266972091925,0.726551515036053,1.48135454851545,2.02625184592306,1.12608101330042,0.778397865022735,1.94579914013059,6.9629980481051,7.92772126270317,7.48711522822123,7.07632660621178,6.64009126711141,5.51613993257673,4.57468184534537,6.24943263974581,7.6577593933554,6.37511135625599,4.14797783139083,1.61968132432772,1.27356547006131,1.32704436552253,1.94343903742306,2.54542909335656,2.54125667116426,0.0012318679470028,0.00117220284315633,0.000916131823508255,0.000868340822003475
"3",0.00103557879555334,0.000993603850827072,0.00101840777029445,0.00103472244397249,0.000996824475682341,0.000996749634037239,0.0010088679249086,0.00102714233251835,0.00103839443550017,0.00104524383924087,0.00102164168635063,0.000993034247549328,0.000985157589280976,0.000992161842137231,0.000987637273306892,0.00100765255541192,0.00105058918310208,0.00101801661651796,0.0010056388272363,0.00100026307747122,0.000999970285331012,0.000996165816885595,0.00101046848984074,0.0010065153364935,0.000980396125734798,0.000986703100659369,0.00102310226641606,0.00106385950515219,0.000992381244161636,0.000971830111365617,0.00100805713629855,0.000997839442631857,0.00100148440573743,0.00101656202621715,0.0426484256683265,0.31161847392257,0.472499387057658,1.07222548383624,1.32628764145347,1.85195265463313,1.07497440557468,0.485569007560647,2.0746283077931,6.12938643060298,7.9653955777858,7.50924050983264,7.35149180338761,6.86740790340904,5.75296130673402,5.64613189417094,7.13026061296443,6.86638537390756,6.20157306263729,2.5256286081388,1.01681012534654,1.1402453728549,1.14847714460026,1.56880963716237,2.39739768007845,0.885663507221735,0.00129700842669656,0.000980083961641718,0.00105344478095314,0.0010082517492156
"4",0.000980921127192192,0.00099199128252362,0.00102499860070493,0.00100305489666031,0.001029572022355,0.00104549447825212,0.00102333921597662,0.000961012794747163,0.000976511624419827,0.000996685059277881,0.000996038839806352,0.00099110946847057,0.000997817147582486,0.000995720924742315,0.000980806395334247,0.00100388022109055,0.00102871757724556,0.00101623300349723,0.00102482188316735,0.00101584492239285,0.00099998904183934,0.000995815578522788,0.00100807503440081,0.00101820754480581,0.000986426899865178,0.000980632012232964,0.000981147675521353,0.000986658958603777,0.00100765101400619,0.00102108491682758,0.00102303858409562,0.00100866618660493,0.000980179924101152,0.000990122983066186,0.107517588089283,0.382083092855519,0.623984480279265,1.35544440854486,1.59975731883954,1.49836263917573,0.798611099804661,0.0931838712171282,0.0304530304397602,5.40049536197885,7.94824622077431,7.41830970184003,7.31501088868153,7.15462236196151,6.37817364502259,6.17086486081884,7.91689991869563,6.54460773900734,5.49480028298857,3.0630536468125,1.42701916117298,1.31644748117005,1.40972459619024,1.90062330774388,2.26220797687121,0.00161136778925011,0.00124336054355486,0.000870424114268943,0.00120152853319998,0.000951467113451981
"5",0.000990444573291291,0.00102337653148655,0.00100093008096688,0.000996257328319731,0.00100550525107135,0.00100842506958917,0.000988138775803846,0.000981213382839188,0.000984316880217158,0.00100084804975191,0.00100433854369111,0.000998979798392341,0.00099731968599986,0.000991258476868788,0.00098922375714919,0.00101282377756486,0.000994777260723895,0.000986776374989081,0.000992646583382115,0.00102236822775306,0.0010028508243006,0.000999965448503102,0.000996648253273749,0.000992824968927928,0.0010151905365707,0.00100815136922992,0.000967114406922384,0.000980005916816608,0.00102977807795087,0.00103579065581781,0.00101919244053377,0.00099257591799331,0.0166959758580734,0.194875757437957,0.2895727861677,0.567569608454295,1.15449989167227,1.26911226321884,1.35948380776849,1.22946702294996,0.387090665818587,0.00125775352780753,0.0273780495402511,0.330951763484925,7.46607462631188,7.47112939284078,7.36966748912947,7.14306710221498,6.91890103224925,5.5697519165712,8.14604572073266,6.67070809484883,5.78021159534633,3.84269903856173,1.71868648957742,1.42093583901077,1.48047935323682,1.9691792000299,1.44848489616547,0.000531220722061765,0.00140712752304893,0.000951041137393784,0.00100238881351605,0.0021727399968267
"6",0.00100538552533484,0.00105099985115158,0.00102917948867932,0.00101265255044842,0.00100203480705546,0.000995227884997512,0.000995733686956702,0.000989819680156112,0.00102849680251417,0.00103162439741975,0.000998673633602582,0.000999788480822385,0.000997329649535027,0.00105554653627984,0.00101840860185262,0.000983711334906907,0.000981596295813203,0.00100281720373412,0.000988549823757454,0.00100906970011519,0.00100033934172829,0.000999987168687189,0.000999855518008603,0.000991932860776923,0.000980860978309418,0.00102763270970289,0.00104219996921081,0.000963448585471299,0.00099114979022065,0.000997655365169835,0.00101201268725642,0.00100966021589012,0.000993438851727648,0.000987182303499569,0.137446253618232,0.653760373740962,1.32582181373656,1.3258350901767,1.32581801076426,1.24509506143933,0.496829463670174,0.000897178881505612,0.0142318510509894,0.328734377543634,5.76481854064163,7.07937070062948,7.31719515576978,7.24411935314262,6.95693248186781,6.74673510523701,8.146840916658,7.56652340826433,6.43099116193569,4.92704562087127,2.25296794839411,1.56700404574889,1.47846479886836,2.04490214079738,1.49619287178526,0.000236442714117293,0.00115581371618471,0.000963571035671401,0.000939976996132411,0.000873278847786008
"7",0.000988512851456893,0.000982558630975463,0.000967380066599884,0.000998966612908169,0.00106331594204532,0.00102364978323231,0.000997590872762617,0.000979800645479839,0.000979207210892383,0.00101278284607207,0.0010295234671117,0.00100677321607605,0.000997666017788427,0.000993392805895117,0.000995492065734096,0.00099168238705126,0.000992485081853867,0.00101701846887013,0.00101865112448173,0.00100150624917686,0.0010001161527673,0.000999984385590241,0.000997859385393238,0.000996901086260278,0.00104324367139085,0.00102431642727637,0.000983592772238848,0.001022226490902,0.00101478659373115,0.00100961115123279,0.00101458491320136,0.000995772578739297,0.000981747114267716,0.000959014292032801,0.071726222214585,0.37226197632093,0.924951003479387,1.3258089311455,1.32581139539564,0.801592654437594,0.372488195319327,0.0993433369559419,0.00104204145386372,0.135146340019949,0.720083295196832,6.88445363424611,7.24614550557983,7.21327067338002,7.10176156913292,7.18117520578853,8.0658094527807,8.19118549033222,6.47704437899289,6.19981923977005,3.74551701809513,1.89213867839794,1.45712843576558,1.78780623116619,1.52655496067389,0.000121970888685318,0.00104877587123971,0.00100564319416655,0.00100600926441706,0.00115602514178663
"8",0.00100280898719893,0.00101226402353973,0.00098788314215706,0.000979098670777871,0.000986168229386069,0.000998718873982672,0.00101110175390366,0.000999310842638382,0.00100538423994692,0.00104114688988763,0.00103495003234505,0.00101046957470138,0.00100038433098482,0.000999968363352291,0.000999708017110979,0.000988345962957715,0.000990795219745026,0.00100151758283958,0.00100509578448593,0.00100652733406206,0.00100402593521851,0.00100351414197018,0.000999620332704811,0.000995387989564079,0.000982285393822095,0.000971241067294747,0.000990265175189587,0.00101316785790537,0.00103567283796447,0.00103214194493946,0.00102238397233978,0.00099594146772096,0.000993691419287363,0.0292565570099537,0.242248848327607,0.775550902858912,1.25789277724931,1.3257882927226,1.32579761230195,1.0930022196085,0.373385443823347,0.138989563505932,0.00544014547978349,0.128157006551082,0.730504675516524,6.67449736331991,7.16886809429065,7.21567315838757,7.1648411252494,7.22637278630418,7.83668148227874,8.07910101378794,7.97568014437448,6.2875184533635,4.92604785033136,2.39799573813692,1.33363462553285,1.85828303115541,1.53247917361838,0.000273231481861516,0.00120032345647517,0.00100000731131836,0.000956054558652049,0.00113662942221295
"9",0.000984011608242322,0.000997624024410928,0.00102913849656049,0.0010136114964694,0.00100577280516454,0.000991589376996807,0.00099026414929491,0.00101093917739409,0.0009822570154281,0.000984459657939945,0.00098895752693872,0.000978555868602964,0.00100823919070363,0.00100131882141227,0.000992442749293264,0.000987440236334435,0.000984072024717796,0.00100292707960493,0.00102715352430045,0.00101917567711382,0.000985487232533964,0.00100235876802785,0.00101848462036319,0.00100033615254768,0.00099892081516385,0.000984541145476289,0.000996706996782842,0.00106705506877675,0.000966079915482182,0.000959933696708818,0.000992221025616117,0.000977841699709133,0.000999521079209646,0.0914163992925755,0.332610436133519,0.97935581640771,1.31015293512641,1.35826749258923,1.28170121262902,1.19323114284854,0.325503775197628,0.00100351728866109,0.000940476958051187,0.256294989732571,1.10046103901823,5.88900266646197,6.69702924864232,6.92005629071422,7.0626023529191,7.38437296404174,7.85648917150195,7.88962611518391,7.96231609447148,7.33270638155431,5.67004027345353,2.6317784605109,1.50646630898059,2.38536111349799,1.51743974981508,0.234387623278169,0.00120447478784356,0.000996416301020954,0.000967222171146345,0.000991206529753275
"10",0.00103828677503884,0.000993773394526918,0.000999837021478655,0.00103826428194617,0.00100109765533438,0.000989967511838058,0.000998060322419766,0.000981077857165251,0.000989444658664882,0.00099820476516692,0.000997868638768294,0.000978212616881661,0.000996674288894643,0.000991112643626088,0.000979150062316545,0.000991609631682116,0.00100081000642168,0.00103534463756297,0.00099602838849631,0.00102022366661237,0.00101493479890044,0.000969374149611182,0.000988577197557379,0.00101124653740167,0.00100144800463385,0.000995845660326796,0.000992171161471089,0.0010003609146269,0.00102992709673018,0.00103243189649244,0.00100874616205111,0.00100174988116926,0.00172231440010676,0.140649622264953,0.428558752665177,0.848125131504589,0.72563725654819,0.612860753740161,0.80842548848938,0.44877037763567,0.177712651954778,0.00100057309843666,0.000906242336640134,0.135700057001513,0.685298486452066,0.350157553564113,6.45587802543502,6.67210356737438,7.00913399789581,7.27091628555447,7.64262494009443,7.73821701565117,7.79691476673123,8.13910938971777,6.09089084844736,4.30559150582509,1.61511097921712,1.58667352704179,1.60213093093462,1.50257212118468,0.00112608759790826,0.00101513832968227,0.000972558630755656,0.000921706528188226
